4	4
4.0863	3.94948
4.17795	3.90947
4.26853	3.86711
4.3584	3.82324
4.44747	3.77779
4.53554	3.73042
4.6223	3.6807
4.70737	3.62813
4.79032	3.57227
4.87079	3.51291
4.94868	3.45019
5.02427	3.38472
5.09826	3.31746
5.17161	3.24949
5.24526	3.18184
5.31993	3.11532
5.39588	3.05028
5.47169	2.98506
5.40545	2.91014
5.32164	2.8556
5.23707	2.80222
5.15039	2.75236
5.06151	2.70652
4.9706	2.66487
4.87784	2.62752
4.78341	2.59462
4.68741	2.5666
4.68559	2.46661
4.68464	2.36662
4.68455	2.26662
4.68535	2.16662
4.68708	2.06663
4.68979	1.96667
4.69357	1.86674
4.69849	1.76686
4.70471	1.66706
4.71235	1.56735
4.72161	1.46778
4.73271	1.3684
4.74592	1.26927
4.76154	1.1705
4.77995	1.07221
4.80161	0.974584
4.82704	0.877872
4.85686	0.782422
4.89178	0.688717
4.93255	0.597407
4.97993	0.50934
5.03453	0.425563
5.09672	0.347251
5.16644	0.275566
5.24315	0.211414
5.32688	0.156736
5.41422	0.108032
5.45817	0.0832545
5.45817	0.0832545
5.47421	0.102435
5.55614	0.15977
5.64185	0.211292
5.7295	0.259423
5.81824	0.305532
5.90746	0.350691
5.99667	0.395882
6.08536	0.442061
6.17303	0.490177
6.25907	0.541142
6.34281	0.595798
6.42351	0.654853
6.50036	0.718838
6.57249	0.788095
6.62457	0.873467
6.64685	0.970952
6.67278	1.06753
6.7018	1.16323
6.73026	1.25909
6.75432	1.35616
6.77786	1.45335
6.80038	1.55078
6.82155	1.64851
6.84111	1.74658
6.85879	1.845
6.87418	1.94381
6.88668	2.04303
6.89534	2.14265
6.89878	2.24259
6.8951	2.34253
6.88198	2.44166
6.8571	2.53852
6.81908	2.631
6.768	2.71698
6.70435	2.79411
6.62423	2.85394
6.5245	2.8613
6.56887	2.95092
6.62939	3.03053
6.68917	3.11069
6.74621	3.19283
6.80041	3.27687
6.85264	3.36214
6.90488	3.44741
6.96043	3.53056
7.0234	3.60825
7.09652	3.67646
7.17918	3.73275
7.26861	3.77749
7.36223	3.81264
7.45832	3.84031
7.55591	3.86212
7.65446	3.87913
7.75364	3.89189
7.85326	3.90056
7.81408	3.99257
7.78642	4.08867
7.76745	4.18685
7.75537	4.28612
7.74896	4.38591
7.74737	4.4859
7.75	4.58586
7.75642	4.68566
7.76631	4.78517
7.77929	4.88432
7.79427	4.98319
7.80652	5.08244
7.80339	5.18239
7.79139	5.28167
7.77822	5.3808
7.76322	5.47967
7.74555	5.57809
7.7243	5.67581
7.69864	5.77246
7.66802	5.86766
7.63224	5.96104
7.59146	6.05235
7.54602	6.14143
7.49637	6.22823
7.44297	6.31278
7.38622	6.39511
7.32646	6.4753
7.26398	6.55337
7.19868	6.62911
7.13019	6.70197
7.06076	6.77394
6.98962	6.84422
6.91653	6.91247
6.84165	6.97874
6.76504	7.04302
6.68716	7.10575
6.60591	7.16404
6.52288	7.21978
6.43816	7.27291
6.35179	7.32331
6.26382	7.37086
6.1743	7.41541
6.08327	7.45682
5.9908	7.49489
5.89694	7.52938
5.80173	7.55996
5.7052	7.58608
5.60741	7.60697
5.50846	7.62146
5.40868	7.62813
5.30871	7.62574
5.2088	7.6216
5.10894	7.61628
5.00909	7.6108
4.90923	7.60547
4.80938	7.6001
4.70957	7.5939
4.60997	7.585
4.5112	7.56934
4.41552	7.54027
4.32755	7.49271
4.25091	7.42848
4.18539	7.35294
4.12899	7.27036
4.0799	7.18324
4.03701	7.0929
4	7
