0.5	0.5	7.5	3.5	4.32069	0.473647	0.5	0.5	7.5	3.5	
0.401734	0.518541	7.5	3.5	4.32069	0.473647	0.5	0.5	7.5	3.5	
0.303348	0.536437	7.5	3.5	4.32069	0.473647	0.5	0.5	7.5	3.5	
0.210086	0.572521	7.5	3.5	4.32069	0.473647	0.5	0.5	7.5	3.5	
0.118401	0.612444	7.5	3.5	4.32069	0.473647	0.5	0.5	7.5	3.5	
0.0349595	0.667559	7.5	3.5	4.32069	0.473647	0.5	0.5	7.5	3.5	
-0.0190013	0.75175	7.5	3.5	4.32069	0.473647	0.5	0.5	7.5	3.5	
-0.0190013	0.75175	7.59854	3.48298	4.32069	0.473647	0.5	0.5	7.5	3.5	
-0.0190013	0.75175	7.69606	3.46083	4.32069	0.473647	0.5	0.5	7.5	3.5	
-0.0190013	0.75175	7.79187	3.4322	4.32069	0.473647	0.5	0.5	7.5	3.5	
-0.0190013	0.75175	7.88181	3.38849	4.32069	0.473647	0.5	0.5	7.5	3.5	
-0.0190013	0.75175	7.82992	3.303	4.32069	0.473647	0.5	0.5	7.5	3.5	
-0.0190013	0.75175	7.92527	3.27286	4.32069	0.473647	0.5	0.5	7.5	3.5	
0.5	0.5	7.5	3.5	5.85052	4.30091	0.5	0.5	7.5	3.5	
0.585745	0.551456	7.5	3.5	5.85052	4.30091	0.5	0.5	7.5	3.5	
0.680426	0.583637	7.5	3.5	5.85052	4.30091	0.5	0.5	7.5	3.5	
0.773084	0.621247	7.5	3.5	5.85052	4.30091	0.5	0.5	7.5	3.5	
0.860548	0.669723	7.5	3.5	5.85052	4.30091	0.5	0.5	7.5	3.5	
0.946367	0.721057	7.5	3.5	5.85052	4.30091	0.5	0.5	7.5	3.5	
-nan(ind)	-nan(ind)	7.5	3.5	5.85052	4.30091	0.5	0.5	7.5	3.5	
-nan(ind)	-nan(ind)	7.41053	3.54468	5.85052	4.30091	0.5	0.5	7.5	3.5	
-nan(ind)	-nan(ind)	7.31828	3.58326	5.85052	4.30091	0.5	0.5	7.5	3.5	
-nan(ind)	-nan(ind)	7.22472	3.61856	5.85052	4.30091	0.5	0.5	7.5	3.5	
-nan(ind)	-nan(ind)	7.13042	3.65184	5.85052	4.30091	0.5	0.5	7.5	3.5	
-nan(ind)	-nan(ind)	7.03367	3.67713	5.85052	4.30091	0.5	0.5	7.5	3.5	
-nan(ind)	-nan(ind)	6.93398	3.68502	5.85052	4.30091	0.5	0.5	7.5	3.5	
-nan(ind)	-nan(ind)	6.83547	3.66781	5.85052	4.30091	0.5	0.5	7.5	3.5	
0.946367	0.721057	6.83547	3.66781	4.93789	3.87146	0.946367	0.721057	6.83547	3.66781	
1.03254	0.771791	6.83547	3.66781	4.93789	3.87146	0.946367	0.721057	6.83547	3.66781	
1.1203	0.819728	6.83547	3.66781	4.93789	3.87146	0.946367	0.721057	6.83547	3.66781	
1.1203	0.819728	6.93543	3.67063	4.93789	3.87146	0.946367	0.721057	6.83547	3.66781	
1.1203	0.819728	6.83547	3.66781	2.11042	1.55156	1.1203	0.819728	6.83547	3.66781	
1.19977	0.880428	6.83547	3.66781	2.11042	1.55156	1.1203	0.819728	6.83547	3.66781	
1.29929	0.890214	6.83547	3.66781	2.11042	1.55156	1.1203	0.819728	6.83547	3.66781	
1.32495	0.793563	6.83547	3.66781	2.11042	1.55156	1.1203	0.819728	6.83547	3.66781	
1.40144	0.857981	6.83547	3.66781	2.11042	1.55156	1.1203	0.819728	6.83547	3.66781	
1.50034	0.84319	6.83547	3.66781	2.11042	1.55156	1.1203	0.819728	6.83547	3.66781	
1.58521	0.790303	6.83547	3.66781	2.11042	1.55156	1.1203	0.819728	6.83547	3.66781	
1.64405	0.709448	6.83547	3.66781	2.11042	1.55156	1.1203	0.819728	6.83547	3.66781	
1.72051	0.64499	6.83547	3.66781	2.11042	1.55156	1.1203	0.819728	6.83547	3.66781	
