4	4	inf	inf	7.02145	6.78683	4	4	
4.1	3.99904	inf	inf	7.02145	6.78683	4	4	
4.19996	4.00181	inf	inf	7.02145	6.78683	4	4	
4.29967	4.00933	inf	inf	7.02145	6.78683	4	4	
4.39872	4.02312	inf	inf	7.02145	6.78683	4	4	
4.49615	4.04565	inf	inf	7.02145	6.78683	4	4	
4.58962	4.08119	inf	inf	7.02145	6.78683	4	4	
4.67261	4.13698	inf	inf	7.02145	6.78683	4	4	
4.72916	4.21945	inf	inf	7.02145	6.78683	4	4	
4.75392	4.31634	inf	inf	7.02145	6.78683	4	4	
4.78458	4.41153	inf	inf	7.02145	6.78683	4	4	
4.80645	4.5091	inf	inf	7.02145	6.78683	4	4	
inf	inf	4	7	7.02145	6.78683	4	7	
inf	inf	4.0777	7.06295	7.02145	6.78683	4	7	
inf	inf	4.16151	7.1175	7.02145	6.78683	4	7	
inf	inf	4.25017	7.16376	7.02145	6.78683	4	7	
inf	inf	4.34258	7.20197	7.02145	6.78683	4	7	
inf	inf	4.4378	7.23251	7.02145	6.78683	4	7	
inf	inf	4.53503	7.25589	7.02145	6.78683	4	7	
inf	inf	4.6336	7.27275	7.02145	6.78683	4	7	
inf	inf	4.733	7.28372	7.02145	6.78683	4	7	
inf	inf	4.83284	7.28936	7.02145	6.78683	4	7	
inf	inf	4.93284	7.29004	7.02145	6.78683	4	7	
inf	inf	5.03274	7.28562	7.02145	6.78683	4	7	
inf	inf	5.13213	7.27458	7.02145	6.78683	4	7	
inf	inf	5.22768	7.24509	7.02145	6.78683	4	7	
4.1	3.99904	inf	inf	4.09632	0.721458	4.1	3.99904	
4.0955	3.89914	inf	inf	4.09632	0.721458	4.1	3.99904	
4.09167	3.79921	inf	inf	4.09632	0.721458	4.1	3.99904	
4.08809	3.69928	inf	inf	4.09632	0.721458	4.1	3.99904	
4.08476	3.59933	inf	inf	4.09632	0.721458	4.1	3.99904	
4.08168	3.49938	inf	inf	4.09632	0.721458	4.1	3.99904	
4.07886	3.39942	inf	inf	4.09632	0.721458	4.1	3.99904	
4.07629	3.29945	inf	inf	4.09632	0.721458	4.1	3.99904	
4.07397	3.19948	inf	inf	4.09632	0.721458	4.1	3.99904	
4.07191	3.0995	inf	inf	4.09632	0.721458	4.1	3.99904	
4.0701	2.99952	inf	inf	4.09632	0.721458	4.1	3.99904	
4.06854	2.89953	inf	inf	4.09632	0.721458	4.1	3.99904	
4.06722	2.79954	inf	inf	4.09632	0.721458	4.1	3.99904	
4.06615	2.69954	inf	inf	4.09632	0.721458	4.1	3.99904	
4.06531	2.59955	inf	inf	4.09632	0.721458	4.1	3.99904	
4.06471	2.49955	inf	inf	4.09632	0.721458	4.1	3.99904	
4.06435	2.39955	inf	inf	4.09632	0.721458	4.1	3.99904	
4.06422	2.29955	inf	inf	4.09632	0.721458	4.1	3.99904	
4.06433	2.19955	inf	inf	4.09632	0.721458	4.1	3.99904	
4.06467	2.09955	inf	inf	4.09632	0.721458	4.1	3.99904	
4.06526	1.99955	inf	inf	4.09632	0.721458	4.1	3.99904	
4.06608	1.89955	inf	inf	4.09632	0.721458	4.1	3.99904	
4.06714	1.79956	inf	inf	4.09632	0.721458	4.1	3.99904	
4.06845	1.69957	inf	inf	4.09632	0.721458	4.1	3.99904	
4.07002	1.59958	inf	inf	4.09632	0.721458	4.1	3.99904	
4.07185	1.4996	inf	inf	4.09632	0.721458	4.1	3.99904	
4.07394	1.39962	inf	inf	4.09632	0.721458	4.1	3.99904	
4.07632	1.29965	inf	inf	4.09632	0.721458	4.1	3.99904	
4.07898	1.19968	inf	inf	4.09632	0.721458	4.1	3.99904	
4.08194	1.09973	inf	inf	4.09632	0.721458	4.1	3.99904	
4.08521	0.99978	inf	inf	4.09632	0.721458	4.1	3.99904	
4.08881	0.899845	inf	inf	4.09632	0.721458	4.1	3.99904	
4.09277	0.799923	inf	inf	4.09632	0.721458	4.1	3.99904	
4.09632	0.721458	inf	inf	4.09632	0.721458	4.1	3.99904	
inf	inf	4	7	4.09632	0.721458	4	7	
inf	inf	4.00187	7.09998	4.09632	0.721458	4	7	
inf	inf	4.00522	7.19993	4.09632	0.721458	4	7	
inf	inf	4.06911	7.123	4.09632	0.721458	4	7	
4.72916	4.21945	inf	inf	7.80493	2.58699	4.72916	4.21945	
4.7493	4.1215	inf	inf	7.80493	2.58699	4.72916	4.21945	
4.77033	4.02374	inf	inf	7.80493	2.58699	4.72916	4.21945	
4.79209	3.92614	inf	inf	7.80493	2.58699	4.72916	4.21945	
4.81443	3.82866	inf	inf	7.80493	2.58699	4.72916	4.21945	
4.83715	3.73128	inf	inf	7.80493	2.58699	4.72916	4.21945	
4.86005	3.63394	inf	inf	7.80493	2.58699	4.72916	4.21945	
4.88289	3.53658	inf	inf	7.80493	2.58699	4.72916	4.21945	
4.90541	3.43915	inf	inf	7.80493	2.58699	4.72916	4.21945	
4.92729	3.34157	inf	inf	7.80493	2.58699	4.72916	4.21945	
4.9482	3.24378	inf	inf	7.80493	2.58699	4.72916	4.21945	
4.96778	3.14572	inf	inf	7.80493	2.58699	4.72916	4.21945	
4.98562	3.04732	inf	inf	7.80493	2.58699	4.72916	4.21945	
5.00157	2.9486	inf	inf	7.80493	2.58699	4.72916	4.21945	
5.03112	2.85307	inf	inf	7.80493	2.58699	4.72916	4.21945	
5.05162	2.75519	inf	inf	7.80493	2.58699	4.72916	4.21945	
5.06286	2.65582	inf	inf	7.80493	2.58699	4.72916	4.21945	
5.06695	2.55591	inf	inf	7.80493	2.58699	4.72916	4.21945	
5.06697	2.45591	inf	inf	7.80493	2.58699	4.72916	4.21945	
5.0649	2.35593	inf	inf	7.80493	2.58699	4.72916	4.21945	
5.06048	2.25603	inf	inf	7.80493	2.58699	4.72916	4.21945	
5.06253	2.15605	inf	inf	7.80493	2.58699	4.72916	4.21945	
inf	inf	5.22768	7.24509	7.80493	2.58699	5.22768	7.24509	
4.07185	1.4996	inf	inf	2.70272	1.49492	4.07185	1.4996	
3.97185	1.50016	inf	inf	2.70272	1.49492	4.07185	1.4996	
3.87185	1.50059	inf	inf	2.70272	1.49492	4.07185	1.4996	
