4	4
4.1	3.99904
4.0955	3.89914
4.09167	3.79921
4.08809	3.69928
4.08476	3.59933
4.08168	3.49938
4.07886	3.39942
4.07629	3.29945
4.07397	3.19948
4.07191	3.0995
4.0701	2.99952
4.06854	2.89953
4.06722	2.79954
4.06615	2.69954
4.06531	2.59955
4.06471	2.49955
4.06435	2.39955
4.06422	2.29955
4.06433	2.19955
4.06467	2.09955
4.06526	1.99955
4.06608	1.89955
4.06714	1.79956
4.06845	1.69957
4.07002	1.59958
4.07185	1.4996
3.97185	1.50016
3.87185	1.50059
3.77185	1.50088
3.67185	1.50103
3.57185	1.50104
3.47185	1.50089
3.37185	1.50059
3.27185	1.50014
3.17185	1.49954
3.07186	1.4988
2.97186	1.49791
2.87187	1.49689
2.77187	1.49576
2.70272	1.49492
2.75841	1.41186
2.79354	1.31823
2.81214	1.21998
2.81695	1.12009
2.80976	1.02035
2.79175	0.921989
2.76369	0.826005
2.72604	0.733367
2.67891	0.645169
2.61991	0.564426
2.54299	0.500524
2.49348	0.457778
2.3935	0.459275
2.2935	0.459634
2.1935	0.458912
2.09351	0.457126
1.99356	0.454259
1.89364	0.450259
1.79377	0.445022
1.69399	0.438378
1.59435	0.430002
1.53984	0.423597
1.53984	0.423597
1.533	0.427709
1.44755	0.479661
1.36284	0.532798
1.29429	0.605607
1.23456	0.685809
1.19201	0.776302
1.1557	0.869478
1.13218	0.966674
1.12036	1.06597
1.08528	1.15962
1.05099	1.25355
1.01815	1.34801
0.986925	1.44301
0.95737	1.53854
0.929484	1.63457
0.903231	1.73107
0.878552	1.82797
0.855375	1.92525
0.83362	2.02286
0.813204	2.12075
0.794043	2.2189
0.776052	2.31726
0.759146	2.41583
0.743245	2.51455
0.728267	2.61342
0.714135	2.71242
0.70077	2.81152
0.688096	2.91072
0.676037	3.00999
0.664515	3.10932
0.653453	3.20871
0.642768	3.30814
0.632374	3.40759
0.622182	3.50707
0.612092	3.60656
0.602001	3.70605
0.591793	3.80553
0.581344	3.90498
0.570517	4.0044
0.559168	4.10375
0.547142	4.20302
0.534279	4.30219
0.520421	4.40123
0.50542	4.5001
0.489153	4.59876
0.471549	4.6972
0.452616	4.79539
0.432499	4.89335
0.411549	4.99113
0.390444	5.08888
0.370362	5.18684
0.364483	5.28667
0.362494	5.38665
0.360657	5.48663
0.358925	5.58662
0.357302	5.6866
0.355861	5.78659
0.355006	5.88659
0.356869	5.98657
0.370756	6.0856
0.412176	6.17662
0.47891	6.2511
0.559635	6.31012
0.647594	6.35769
0.739643	6.39677
0.834254	6.42915
0.820733	6.45798
0.801899	6.55619
0.775122	6.65254
0.748425	6.74891
0.723775	6.84582
0.701137	6.94323
0.680419	7.04106
0.661533	7.13926
0.644622	7.23782
0.634945	7.33735
0.731488	7.36341
0.827519	7.39131
0.923392	7.41974
1.01938	7.44779
1.11581	7.47427
1.21304	7.49762
1.31217	7.51082
1.40035	7.55799
1.45799	7.6397
1.49142	7.73395
1.59035	7.71937
1.68957	7.7069
1.78895	7.69572
1.8884	7.68529
1.98789	7.67515
2.08736	7.6649
2.18678	7.65413
2.28609	7.64239
2.38522	7.62922
2.48406	7.61409
2.58249	7.59641
2.68029	7.57557
2.77744	7.55186
2.87599	7.53489
2.97546	7.52459
3.07513	7.51648
3.17471	7.50733
3.27404	7.49578
3.37288	7.48061
3.47086	7.46061
3.56745	7.43469
3.66196	7.40203
3.75368	7.36218
3.84187	7.31504
3.9259	7.26083
4.00522	7.19993
4.00187	7.09998
4	7
